game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
2016_14_NO_TB,2016,REG,14,12/11/2016,Sunday,16:25,NO,TB,11,16,5,Raymond James Stadium,Home,outdoors,grass,2016121108
2016_14_DAL_NYG,2016,REG,14,12/11/2016,Sunday,20:30,DAL,NYG,7,10,3,MetLife Stadium,Home,outdoors,fieldturf,2016121113
2016_14_BAL_NE,2016,REG,14,12/12/2016,Monday,20:30,BAL,NE,23,30,7,Gillette Stadium,Home,outdoors,fieldturf,2016121200
2016_15_LA_SEA,2016,REG,15,12/15/2016,Thursday,20:25,LA,SEA,3,24,21,CenturyLink Field,Home,outdoors,fieldturf,2016121500
2016_15_MIA_NYJ,2016,REG,15,12/17/2016,Saturday,20:25,MIA,NYJ,34,13,-21,MetLife Stadium,Home,outdoors,fieldturf,2016121700
2016_15_PHI_BAL,2016,REG,15,12/18/2016,Sunday,13:00,PHI,BAL,26,27,1,M&T Bank Stadium,Home,outdoors,grass,2016121800
2016_15_CLE_BUF,2016,REG,15,12/18/2016,Sunday,13:00,CLE,BUF,13,33,20,New Era Field,Home,outdoors,a_turf,2016121801
2016_15_GB_CHI,2016,REG,15,12/18/2016,Sunday,13:00,GB,CHI,30,27,-3,Soldier Field,Home,outdoors,grass,2016121802
2016_15_PIT_CIN,2016,REG,15,12/18/2016,Sunday,13:00,PIT,CIN,24,20,-4,Paul Brown Stadium,Home,outdoors,fieldturf,2016121812
2016_15_JAX_HOU,2016,REG,15,12/18/2016,Sunday,13:00,JAX,HOU,20,21,1,NRG Stadium,Home,closed,fieldturf,2016121804
2016_15_TEN_KC,2016,REG,15,12/18/2016,Sunday,13:00,TEN,KC,19,17,-2,Arrowhead Stadium,Home,outdoors,grass,2016121805
2016_15_IND_MIN,2016,REG,15,12/18/2016,Sunday,13:00,IND,MIN,34,6,-28,U.S. Bank Stadium,Home,dome,sportturf,2016121806
2016_15_DET_NYG,2016,REG,15,12/18/2016,Sunday,13:00,DET,NYG,6,17,11,MetLife Stadium,Home,outdoors,fieldturf,2016121807
2016_15_NO_ARI,2016,REG,15,12/18/2016,Sunday,16:05,NO,ARI,48,41,-7,University of Phoenix Stadium,Home,closed,grass,2016121808
2016_15_SF_ATL,2016,REG,15,12/18/2016,Sunday,16:05,SF,ATL,13,41,28,Georgia Dome,Home,dome,fieldturf,2016121809
2016_15_NE_DEN,2016,REG,15,12/18/2016,Sunday,16:25,NE,DEN,16,3,-13,Sports Authority Field at Mile High,Home,outdoors,grass,2016121810
2016_15_OAK_SD,2016,REG,15,12/18/2016,Sunday,16:25,OAK,SD,19,16,-3,Qualcomm Stadium,Home,outdoors,grass,2016121811
2016_15_TB_DAL,2016,REG,15,12/18/2016,Sunday,20:30,TB,DAL,20,26,6,AT&T Stadium,Home,closed,matrixturf,2016121803
2016_15_CAR_WAS,2016,REG,15,12/19/2016,Monday,20:30,CAR,WAS,26,15,-11,FedExField,Home,outdoors,grass,2016121900
2016_16_NYG_PHI,2016,REG,16,12/22/2016,Thursday,20:25,NYG,PHI,19,24,5,Lincoln Financial Field,Home,outdoors,grass,2016122200
2016_16_MIA_BUF,2016,REG,16,12/24/2016,Saturday,13:00,MIA,BUF,34,31,-3,New Era Field,Home,outdoors,a_turf,2016122400
2016_16_ATL_CAR,2016,REG,16,12/24/2016,Saturday,13:00,ATL,CAR,33,16,-17,Bank of America Stadium,Home,outdoors,grass,2016122401
2016_16_WAS_CHI,2016,REG,16,12/24/2016,Saturday,13:00,WAS,CHI,41,21,-20,Soldier Field,Home,outdoors,grass,2016122402
2016_16_SD_CLE,2016,REG,16,12/24/2016,Saturday,13:00,SD,CLE,17,20,3,FirstEnergy Stadium,Home,outdoors,grass,2016122403
2016_16_MIN_GB,2016,REG,16,12/24/2016,Saturday,13:00,MIN,GB,25,38,13,Lambeau Field,Home,outdoors,grass,2016122404
2016_16_TEN_JAX,2016,REG,16,12/24/2016,Saturday,13:00,TEN,JAX,17,38,21,EverBank Field,Home,outdoors,grass,2016122405
2016_16_NYJ_NE,2016,REG,16,12/24/2016,Saturday,13:00,NYJ,NE,3,41,38,Gillette Stadium,Home,outdoors,fieldturf,2016122406
2016_16_IND_OAK,2016,REG,16,12/24/2016,Saturday,16:05,IND,OAK,25,33,8,Oakland-Alameda County Coliseum,Home,outdoors,grass,2016122408
2016_16_SF_LA,2016,REG,16,12/24/2016,Saturday,16:25,SF,LA,22,21,-1,Los Angeles Memorial Coliseum,Home,outdoors,grass,2016122409
2016_16_TB_NO,2016,REG,16,12/24/2016,Saturday,16:25,TB,NO,24,31,7,Mercedes-Benz Superdome,Home,dome,sportturf,2016122407
2016_16_ARI_SEA,2016,REG,16,12/24/2016,Saturday,16:25,ARI,SEA,34,31,-3,CenturyLink Field,Home,outdoors,fieldturf,2016122410
2016_16_CIN_HOU,2016,REG,16,12/24/2016,Saturday,20:25,CIN,HOU,10,12,2,NRG Stadium,Home,closed,fieldturf,2016122411
2016_16_BAL_PIT,2016,REG,16,12/25/2016,Sunday,16:30,BAL,PIT,27,31,4,Heinz Field,Home,outdoors,grass,2016122500
2016_16_DEN_KC,2016,REG,16,12/25/2016,Sunday,20:30,DEN,KC,10,33,23,Arrowhead Stadium,Home,outdoors,grass,2016122501
2016_16_DET_DAL,2016,REG,16,12/26/2016,Monday,20:30,DET,DAL,21,42,21,AT&T Stadium,Home,closed,matrixturf,2016122600
2016_17_BAL_CIN,2016,REG,17,1/1/2017,Sunday,13:00,BAL,CIN,10,27,17,Paul Brown Stadium,Home,outdoors,fieldturf,2017010101
2016_17_JAX_IND,2016,REG,17,1/1/2017,Sunday,13:00,JAX,IND,20,24,4,Lucas Oil Stadium,Home,closed,fieldturf,2017010103
2016_17_NE_MIA,2016,REG,17,1/1/2017,Sunday,13:00,NE,MIA,35,14,-21,Hard Rock Stadium,Home,outdoors,grass,2017010104
2016_17_CHI_MIN,2016,REG,17,1/1/2017,Sunday,13:00,CHI,MIN,10,38,28,U.S. Bank Stadium,Home,dome,sportturf,2017010105
2016_17_BUF_NYJ,2016,REG,17,1/1/2017,Sunday,13:00,BUF,NYJ,10,30,20,MetLife Stadium,Home,outdoors,fieldturf,2017010106
2016_17_DAL_PHI,2016,REG,17,1/1/2017,Sunday,13:00,DAL,PHI,13,27,14,Lincoln Financial Field,Home,outdoors,grass,2017010107
2016_17_CLE_PIT,2016,REG,17,1/1/2017,Sunday,13:00,CLE,PIT,24,27,3,Heinz Field,Home,outdoors,grass,2017010108
2016_17_CAR_TB,2016,REG,17,1/1/2017,Sunday,13:00,CAR,TB,16,17,1,Raymond James Stadium,Home,outdoors,grass,2017010109
2016_17_HOU_TEN,2016,REG,17,1/1/2017,Sunday,13:00,HOU,TEN,17,24,7,Nissan Stadium,Home,outdoors,grass,2017010110
2016_17_NO_ATL,2016,REG,17,1/1/2017,Sunday,16:25,NO,ATL,32,38,6,Georgia Dome,Home,dome,fieldturf,2017010100
2016_17_OAK_DEN,2016,REG,17,1/1/2017,Sunday,16:25,OAK,DEN,6,24,18,Sports Authority Field at Mile High,Home,outdoors,grass,2017010112
2016_17_ARI_LA,2016,REG,17,1/1/2017,Sunday,16:25,ARI,LA,44,6,-38,Los Angeles Memorial Coliseum,Home,outdoors,grass,2017010113
2016_17_KC_SD,2016,REG,17,1/1/2017,Sunday,16:25,KC,SD,37,27,-10,Qualcomm Stadium,Home,outdoors,grass,2017010114
2016_17_SEA_SF,2016,REG,17,1/1/2017,Sunday,16:25,SEA,SF,25,23,-2,Levi's Stadium,Home,outdoors,grass,2017010115
2016_17_NYG_WAS,2016,REG,17,1/1/2017,Sunday,16:25,NYG,WAS,19,10,-9,FedExField,Home,outdoors,grass,2017010111
2016_17_GB_DET,2016,REG,17,1/1/2017,Sunday,20:30,GB,DET,31,24,-7,Ford Field,Home,dome,fieldturf,2017010102
2016_18_OAK_HOU,2016,WC,18,1/7/2017,Saturday,16:35,OAK,HOU,14,27,13,NRG Stadium,Home,closed,fieldturf,2017010700
2016_18_DET_SEA,2016,WC,18,1/7/2017,Saturday,20:15,DET,SEA,6,26,20,CenturyLink Field,Home,outdoors,fieldturf,2017010701
2016_18_MIA_PIT,2016,WC,18,1/8/2017,Sunday,13:05,MIA,PIT,12,30,18,Heinz Field,Home,outdoors,grass,2017010800
2016_18_NYG_GB,2016,WC,18,1/8/2017,Sunday,16:40,NYG,GB,13,38,25,Lambeau Field,Home,outdoors,grass,2017010801
2016_19_SEA_ATL,2016,DIV,19,1/14/2017,Saturday,16:35,SEA,ATL,20,36,16,Georgia Dome,Home,dome,fieldturf,2017011400
2016_19_HOU_NE,2016,DIV,19,1/14/2017,Saturday,20:15,HOU,NE,16,34,18,Gillette Stadium,Home,outdoors,fieldturf,2017011401
2016_19_GB_DAL,2016,DIV,19,1/15/2017,Sunday,16:40,GB,DAL,34,31,-3,AT&T Stadium,Home,closed,matrixturf,2017011501
2016_19_PIT_KC,2016,DIV,19,1/15/2017,Sunday,20:20,PIT,KC,18,16,-2,Arrowhead Stadium,Home,outdoors,grass,2017011500
2016_20_GB_ATL,2016,CON,20,1/22/2017,Sunday,15:05,GB,ATL,21,44,23,Georgia Dome,Home,dome,fieldturf,2017012200
2016_20_PIT_NE,2016,CON,20,1/22/2017,Sunday,18:40,PIT,NE,17,36,19,Gillette Stadium,Home,outdoors,fieldturf,2017012201
2016_21_NE_ATL,2016,SB,21,2/5/2017,Sunday,18:30,NE,ATL,34,28,-6,NRG Stadium,Neutral,closed,fieldturf,2017020500
2017_01_KC_NE,2017,REG,1,9/7/2017,Thursday,20:30,KC,NE,42,27,-15,Gillette Stadium,Home,outdoors,fieldturf,2017090700
2017_01_NYJ_BUF,2017,REG,1,9/10/2017,Sunday,13:00,NYJ,BUF,12,21,9,New Era Field,Home,outdoors,a_turf,2017091000
2017_01_ATL_CHI,2017,REG,1,9/10/2017,Sunday,13:00,ATL,CHI,23,17,-6,Soldier Field,Home,outdoors,grass,2017091001
2017_01_BAL_CIN,2017,REG,1,9/10/2017,Sunday,13:00,BAL,CIN,20,0,-20,Paul Brown Stadium,Home,outdoors,fieldturf,2017091002
2017_01_PIT_CLE,2017,REG,1,9/10/2017,Sunday,13:00,PIT,CLE,21,18,-3,FirstEnergy Stadium,Home,outdoors,grass,2017091003
2017_01_ARI_DET,2017,REG,1,9/10/2017,Sunday,13:00,ARI,DET,23,35,12,Ford Field,Home,dome,fieldturf,2017091004
2017_01_JAX_HOU,2017,REG,1,9/10/2017,Sunday,13:00,JAX,HOU,29,7,-22,NRG Stadium,Home,open,astroturf,2017091005
2017_01_OAK_TEN,2017,REG,1,9/10/2017,Sunday,13:00,OAK,TEN,26,16,-10,Nissan Stadium,Home,outdoors,grass,2017091007
2017_01_PHI_WAS,2017,REG,1,9/10/2017,Sunday,13:00,PHI,WAS,30,17,-13,FedExField,Home,outdoors,grass,2017091008
2017_01_IND_LA,2017,REG,1,9/10/2017,Sunday,16:05,IND,LA,9,46,37,Los Angeles Memorial Coliseum,Home,outdoors,grass,2017091009
2017_01_SEA_GB,2017,REG,1,9/10/2017,Sunday,16:25,SEA,GB,9,17,8,Lambeau Field,Home,outdoors,grass,2017091010
2017_01_CAR_SF,2017,REG,1,9/10/2017,Sunday,16:25,CAR,SF,23,3,-20,Levi's Stadium,Home,outdoors,grass,2017091011
2017_01_NYG_DAL,2017,REG,1,9/10/2017,Sunday,20:30,NYG,DAL,3,19,16,AT&T Stadium,Home,closed,matrixturf,2017091012
2017_01_NO_MIN,2017,REG,1,9/11/2017,Monday,19:10,NO,MIN,19,29,10,U.S. Bank Stadium,Home,dome,sportturf,2017091100
2017_01_LAC_DEN,2017,REG,1,9/11/2017,Monday,22:20,LAC,DEN,21,24,3,Sports Authority Field at Mile High,Home,outdoors,grass,2017091101
2017_02_HOU_CIN,2017,REG,2,9/14/2017,Thursday,20:25,HOU,CIN,13,9,-4,Paul Brown Stadium,Home,outdoors,fieldturf,2017091400
2017_02_CLE_BAL,2017,REG,2,9/17/2017,Sunday,13:00,CLE,BAL,10,24,14,M&T Bank Stadium,Home,outdoors,grass,2017091700
2017_02_BUF_CAR,2017,REG,2,9/17/2017,Sunday,13:00,BUF,CAR,3,9,6,Bank of America Stadium,Home,outdoors,grass,2017091701
2017_02_ARI_IND,2017,REG,2,9/17/2017,Sunday,13:00,ARI,IND,16,13,-3,Lucas Oil Stadium,Home,closed,fieldturf,2017091702
2017_02_TEN_JAX,2017,REG,2,9/17/2017,Sunday,13:00,TEN,JAX,37,16,-21,EverBank Field,Home,outdoors,grass,2017091703
2017_02_PHI_KC,2017,REG,2,9/17/2017,Sunday,13:00,PHI,KC,20,27,7,Arrowhead Stadium,Home,outdoors,grass,2017091704
2017_02_NE_NO,2017,REG,2,9/17/2017,Sunday,13:00,NE,NO,36,20,-16,Mercedes-Benz Superdome,Home,dome,sportturf,2017091705
2017_02_MIN_PIT,2017,REG,2,9/17/2017,Sunday,13:00,MIN,PIT,9,26,17,Heinz Field,Home,outdoors,grass,2017091706
2017_02_CHI_TB,2017,REG,2,9/17/2017,Sunday,13:00,CHI,TB,7,29,22,Raymond James Stadium,Home,outdoors,grass,2017091707
2017_02_MIA_LAC,2017,REG,2,9/17/2017,Sunday,16:05,MIA,LAC,19,17,-2,StubHub Center,Home,outdoors,grass,2017091708
2017_02_NYJ_OAK,2017,REG,2,9/17/2017,Sunday,16:05,NYJ,OAK,20,45,25,Oakland-Alameda County Coliseum,Home,outdoors,grass,2017091709
2017_02_DAL_DEN,2017,REG,2,9/17/2017,Sunday,16:25,DAL,DEN,17,42,25,Sports Authority Field at Mile High,Home,outdoors,grass,2017091710
2017_02_WAS_LA,2017,REG,2,9/17/2017,Sunday,16:25,WAS,LA,27,20,-7,Los Angeles Memorial Coliseum,Home,outdoors,grass,2017091711
2017_02_SF_SEA,2017,REG,2,9/17/2017,Sunday,16:25,SF,SEA,9,12,3,CenturyLink Field,Home,outdoors,fieldturf,2017091712
2017_02_GB_ATL,2017,REG,2,9/17/2017,Sunday,20:30,GB,ATL,23,34,11,Mercedes-Benz Stadium,Home,open,fieldturf,2017091713
2017_02_DET_NYG,2017,REG,2,9/18/2017,Monday,20:30,DET,NYG,24,10,-14,MetLife Stadium,Home,outdoors,fieldturf,2017091800
2017_03_LA_SF,2017,REG,3,9/21/2017,Thursday,20:25,LA,SF,41,39,-2,Levi's Stadium,Home,outdoors,grass,2017092100
2017_03_DEN_BUF,2017,REG,3,9/24/2017,Sunday,13:00,DEN,BUF,16,26,10,New Era Field,Home,outdoors,a_turf,2017092401
2017_03_NO_CAR,2017,REG,3,9/24/2017,Sunday,13:00,NO,CAR,34,13,-21,Bank of America Stadium,Home,outdoors,grass,2017092402
2017_03_PIT_CHI,2017,REG,3,9/24/2017,Sunday,13:00,PIT,CHI,17,23,6,Soldier Field,Home,outdoors,grass,2017092403
2017_03_ATL_DET,2017,REG,3,9/24/2017,Sunday,13:00,ATL,DET,30,26,-4,Ford Field,Home,dome,fieldturf,2017092404
2017_03_CLE_IND,2017,REG,3,9/24/2017,Sunday,13:00,CLE,IND,28,31,3,Lucas Oil Stadium,Home,closed,fieldturf,2017092405
2017_03_TB_MIN,2017,REG,3,9/24/2017,Sunday,13:00,TB,MIN,17,34,17,U.S. Bank Stadium,Home,dome,sportturf,2017092406
2017_03_HOU_NE,2017,REG,3,9/24/2017,Sunday,13:00,HOU,NE,33,36,3,Gillette Stadium,Home,outdoors,fieldturf,2017092407
2017_03_MIA_NYJ,2017,REG,3,9/24/2017,Sunday,13:00,MIA,NYJ,6,20,14,MetLife Stadium,Home,outdoors,fieldturf,2017092408
2017_03_NYG_PHI,2017,REG,3,9/24/2017,Sunday,13:00,NYG,PHI,24,27,3,Lincoln Financial Field,Home,outdoors,grass,2017092409
2017_03_SEA_TEN,2017,REG,3,9/24/2017,Sunday,16:05,SEA,TEN,27,33,6,Nissan Stadium,Home,outdoors,grass,2017092410
2017_03_CIN_GB,2017,REG,3,9/24/2017,Sunday,16:25,CIN,GB,24,27,3,Lambeau Field,Home,outdoors,grass,2017092411
2017_03_KC_LAC,2017,REG,3,9/24/2017,Sunday,16:25,KC,LAC,24,10,-14,StubHub Center,Home,outdoors,grass,2017092412
2017_03_OAK_WAS,2017,REG,3,9/24/2017,Sunday,20:30,OAK,WAS,10,27,17,FedExField,Home,outdoors,grass,2017092413
2017_03_BAL_JAX,2017,REG,3,9/24/2017,Sunday,21:30,BAL,JAX,7,44,37,Wembley Stadium,Neutral,outdoors,grass,2017092400
2017_03_DAL_ARI,2017,REG,3,9/25/2017,Monday,20:30,DAL,ARI,28,17,-11,University of Phoenix Stadium,Home,closed,grass,2017092500
2017_04_CHI_GB,2017,REG,4,9/28/2017,Thursday,20:25,CHI,GB,14,35,21,Lambeau Field,Home,outdoors,grass,2017092800
2017_04_BUF_ATL,2017,REG,4,10/1/2017,Sunday,13:00,BUF,ATL,23,17,-6,Mercedes-Benz Stadium,Home,closed,fieldturf,2017100101
2017_04_PIT_BAL,2017,REG,4,10/1/2017,Sunday,13:00,PIT,BAL,26,9,-17,M&T Bank Stadium,Home,outdoors,grass,2017100102
2017_04_CIN_CLE,2017,REG,4,10/1/2017,Sunday,13:00,CIN,CLE,31,7,-24,FirstEnergy Stadium,Home,outdoors,grass,2017100103
2017_04_LA_DAL,2017,REG,4,10/1/2017,Sunday,13:00,LA,DAL,35,30,-5,AT&T Stadium,Home,closed,matrixturf,2017100104
2017_04_TEN_HOU,2017,REG,4,10/1/2017,Sunday,13:00,TEN,HOU,14,57,43,NRG Stadium,Home,open,astroturf,2017100105
2017_04_DET_MIN,2017,REG,4,10/1/2017,Sunday,13:00,DET,MIN,14,7,-7,U.S. Bank Stadium,Home,dome,sportturf,2017100106
2017_04_CAR_NE,2017,REG,4,10/1/2017,Sunday,13:00,CAR,NE,33,30,-3,Gillette Stadium,Home,outdoors,fieldturf,2017100107
2017_04_JAX_NYJ,2017,REG,4,10/1/2017,Sunday,13:00,JAX,NYJ,20,23,3,MetLife Stadium,Home,outdoors,fieldturf,2017100108
2017_04_SF_ARI,2017,REG,4,10/1/2017,Sunday,16:05,SF,ARI,15,18,3,University of Phoenix Stadium,Home,closed,grass,2017100109
2017_04_PHI_LAC,2017,REG,4,10/1/2017,Sunday,16:05,PHI,LAC,26,24,-2,StubHub Center,Home,outdoors,grass,2017100110
2017_04_NYG_TB,2017,REG,4,10/1/2017,Sunday,16:05,NYG,TB,23,25,2,Raymond James Stadium,Home,outdoors,grass,2017100111
2017_04_OAK_DEN,2017,REG,4,10/1/2017,Sunday,16:25,OAK,DEN,10,16,6,Sports Authority Field at Mile High,Home,outdoors,grass,2017100112
2017_04_IND_SEA,2017,REG,4,10/1/2017,Sunday,20:30,IND,SEA,18,46,28,CenturyLink Field,Home,outdoors,fieldturf,2017100113
2017_04_NO_MIA,2017,REG,4,10/1/2017,Sunday,21:30,NO,MIA,20,0,-20,Wembley Stadium,Neutral,outdoors,grass,2017100100
2017_04_WAS_KC,2017,REG,4,10/2/2017,Monday,20:30,WAS,KC,20,29,9,Arrowhead Stadium,Home,outdoors,grass,2017100200
2017_05_NE_TB,2017,REG,5,10/5/2017,Thursday,20:25,NE,TB,19,14,-5,Raymond James Stadium,Home,outdoors,grass,2017100500
2017_05_BUF_CIN,2017,REG,5,10/8/2017,Sunday,13:00,BUF,CIN,16,20,4,Paul Brown Stadium,Home,outdoors,fieldturf,2017100800
2017_05_NYJ_CLE,2017,REG,5,10/8/2017,Sunday,13:00,NYJ,CLE,17,14,-3,FirstEnergy Stadium,Home,outdoors,grass,2017100801
2017_05_CAR_DET,2017,REG,5,10/8/2017,Sunday,13:00,CAR,DET,27,24,-3,Ford Field,Home,dome,fieldturf,2017100802
2017_05_SF_IND,2017,REG,5,10/8/2017,Sunday,13:00,SF,IND,23,26,3,Lucas Oil Stadium,Home,closed,fieldturf,2017100803
2017_05_TEN_MIA,2017,REG,5,10/8/2017,Sunday,13:00,TEN,MIA,10,16,6,Hard Rock Stadium,Home,outdoors,grass,2017100804
2017_05_LAC_NYG,2017,REG,5,10/8/2017,Sunday,13:00,LAC,NYG,27,22,-5,MetLife Stadium,Home,outdoors,fieldturf,2017100805
2017_05_ARI_PHI,2017,REG,5,10/8/2017,Sunday,13:00,ARI,PHI,7,34,27,Lincoln Financial Field,Home,outdoors,grass,2017100806
2017_05_JAX_PIT,2017,REG,5,10/8/2017,Sunday,13:00,JAX,PIT,30,9,-21,Heinz Field,Home,outdoors,grass,2017100807
2017_05_SEA_LA,2017,REG,5,10/8/2017,Sunday,16:05,SEA,LA,16,10,-6,Los Angeles Memorial Coliseum,Home,outdoors,grass,2017100808
2017_05_BAL_OAK,2017,REG,5,10/8/2017,Sunday,16:05,BAL,OAK,30,17,-13,Oakland-Alameda County Coliseum,Home,outdoors,grass,2017100809
2017_05_GB_DAL,2017,REG,5,10/8/2017,Sunday,16:25,GB,DAL,35,31,-4,AT&T Stadium,Home,closed,matrixturf,2017100810
2017_05_KC_HOU,2017,REG,5,10/8/2017,Sunday,20:30,KC,HOU,42,34,-8,NRG Stadium,Home,closed,astroturf,2017100811
2017_05_MIN_CHI,2017,REG,5,10/9/2017,Monday,20:30,MIN,CHI,20,17,-3,Soldier Field,Home,outdoors,grass,2017100900
2017_06_PHI_CAR,2017,REG,6,10/12/2017,Thursday,20:25,PHI,CAR,28,23,-5,Bank of America Stadium,Home,outdoors,grass,2017101200
2017_06_MIA_ATL,2017,REG,6,10/15/2017,Sunday,13:00,MIA,ATL,20,17,-3,Mercedes-Benz Stadium,Home,closed,fieldturf,2017101500
2017_06_CHI_BAL,2017,REG,6,10/15/2017,Sunday,13:00,CHI,BAL,27,24,-3,M&T Bank Stadium,Home,outdoors,grass,2017101501
2017_06_CLE_HOU,2017,REG,6,10/15/2017,Sunday,13:00,CLE,HOU,17,33,16,NRG Stadium,Home,closed,astroturf,2017101502
2017_06_GB_MIN,2017,REG,6,10/15/2017,Sunday,13:00,GB,MIN,10,23,13,U.S. Bank Stadium,Home,dome,sportturf,2017101503
2017_06_DET_NO,2017,REG,6,10/15/2017,Sunday,13:00,DET,NO,38,52,14,Mercedes-Benz Superdome,Home,dome,sportturf,2017101504
2017_06_NE_NYJ,2017,REG,6,10/15/2017,Sunday,13:00,NE,NYJ,24,17,-7,MetLife Stadium,Home,outdoors,fieldturf,2017101505
2017_06_SF_WAS,2017,REG,6,10/15/2017,Sunday,13:00,SF,WAS,24,26,2,FedExField,Home,outdoors,grass,2017101506
2017_06_TB_ARI,2017,REG,6,10/15/2017,Sunday,16:05,TB,ARI,33,38,5,University of Phoenix Stadium,Home,closed,grass,2017101507
2017_06_LA_JAX,2017,REG,6,10/15/2017,Sunday,16:05,LA,JAX,27,17,-10,EverBank Field,Home,outdoors,grass,2017101508
2017_06_PIT_KC,2017,REG,6,10/15/2017,Sunday,16:25,PIT,KC,19,13,-6,Arrowhead Stadium,Home,outdoors,grass,2017101509
2017_06_LAC_OAK,2017,REG,6,10/15/2017,Sunday,16:25,LAC,OAK,17,16,-1,Oakland-Alameda County Coliseum,Home,outdoors,grass,2017101510
2017_06_NYG_DEN,2017,REG,6,10/15/2017,Sunday,20:30,NYG,DEN,23,10,-13,Sports Authority Field at Mile High,Home,outdoors,grass,2017101511
2017_06_IND_TEN,2017,REG,6,10/16/2017,Monday,20:30,IND,TEN,22,36,14,Nissan Stadium,Home,outdoors,grass,2017101600
2017_07_KC_OAK,2017,REG,7,10/19/2017,Thursday,20:25,KC,OAK,30,31,1,Oakland-Alameda County Coliseum,Home,outdoors,grass,2017101900
2017_07_TB_BUF,2017,REG,7,10/22/2017,Sunday,13:00,TB,BUF,27,30,3,New Era Field,Home,outdoors,a_turf,2017102200
2017_07_CAR_CHI,2017,REG,7,10/22/2017,Sunday,13:00,CAR,CHI,3,17,14,Soldier Field,Home,outdoors,grass,2017102201
2017_07_TEN_CLE,2017,REG,7,10/22/2017,Sunday,13:00,TEN,CLE,12,9,-3,FirstEnergy Stadium,Home,outdoors,grass,2017102202
2017_07_NO_GB,2017,REG,7,10/22/2017,Sunday,13:00,NO,GB,26,17,-9,Lambeau Field,Home,outdoors,grass,2017102203
2017_07_JAX_IND,2017,REG,7,10/22/2017,Sunday,13:00,JAX,IND,27,0,-27,Lucas Oil Stadium,Home,closed,fieldturf,2017102204
2017_07_ARI_LA,2017,REG,7,10/22/2017,Sunday,13:00,ARI,LA,0,33,33,Twickenham Stadium,Neutral,outdoors,grass,2017102205
2017_07_NYJ_MIA,2017,REG,7,10/22/2017,Sunday,13:00,NYJ,MIA,28,31,3,Hard Rock Stadium,Home,outdoors,grass,2017102206
2017_07_BAL_MIN,2017,REG,7,10/22/2017,Sunday,13:00,BAL,MIN,16,24,8,U.S. Bank Stadium,Home,dome,sportturf,2017102207
2017_07_DAL_SF,2017,REG,7,10/22/2017,Sunday,16:05,DAL,SF,40,10,-30,Levi's Stadium,Home,outdoors,grass,2017102209
2017_07_DEN_LAC,2017,REG,7,10/22/2017,Sunday,16:25,DEN,LAC,0,21,21,StubHub Center,Home,outdoors,grass,2017102210
2017_07_SEA_NYG,2017,REG,7,10/22/2017,Sunday,16:25,SEA,NYG,24,7,-17,MetLife Stadium,Home,outdoors,fieldturf,2017102211
2017_07_CIN_PIT,2017,REG,7,10/22/2017,Sunday,16:25,CIN,PIT,14,29,15,Heinz Field,Home,outdoors,grass,2017102208
2017_07_ATL_NE,2017,REG,7,10/22/2017,Sunday,20:30,ATL,NE,7,23,16,Gillette Stadium,Home,outdoors,fieldturf,2017102212
2017_07_WAS_PHI,2017,REG,7,10/23/2017,Monday,20:30,WAS,PHI,24,34,10,Lincoln Financial Field,Home,outdoors,grass,2017102300
2017_08_MIA_BAL,2017,REG,8,10/26/2017,Thursday,20:25,MIA,BAL,0,40,40,M&T Bank Stadium,Home,outdoors,grass,2017102600
2017_08_OAK_BUF,2017,REG,8,10/29/2017,Sunday,13:00,OAK,BUF,14,34,20,New Era Field,Home,outdoors,a_turf,2017102901
2017_08_IND_CIN,2017,REG,8,10/29/2017,Sunday,13:00,IND,CIN,23,24,1,Paul Brown Stadium,Home,outdoors,fieldturf,2017102902
2017_08_LAC_NE,2017,REG,8,10/29/2017,Sunday,13:00,LAC,NE,13,21,8,Gillette Stadium,Home,outdoors,fieldturf,2017102903
2017_08_CHI_NO,2017,REG,8,10/29/2017,Sunday,13:00,CHI,NO,12,20,8,Mercedes-Benz Superdome,Home,dome,sportturf,2017102904
2017_08_ATL_NYJ,2017,REG,8,10/29/2017,Sunday,13:00,ATL,NYJ,25,20,-5,MetLife Stadium,Home,outdoors,fieldturf,2017102905
2017_08_SF_PHI,2017,REG,8,10/29/2017,Sunday,13:00,SF,PHI,10,33,23,Lincoln Financial Field,Home,outdoors,grass,2017102906
2017_08_CAR_TB,2017,REG,8,10/29/2017,Sunday,13:00,CAR,TB,17,3,-14,Raymond James Stadium,Home,outdoors,grass,2017102907
2017_08_HOU_SEA,2017,REG,8,10/29/2017,Sunday,16:05,HOU,SEA,38,41,3,CenturyLink Field,Home,outdoors,fieldturf,2017102908
2017_08_DAL_WAS,2017,REG,8,10/29/2017,Sunday,16:25,DAL,WAS,33,19,-14,FedExField,Home,outdoors,grass,2017102909
2017_08_PIT_DET,2017,REG,8,10/29/2017,Sunday,20:30,PIT,DET,20,15,-5,Ford Field,Home,dome,fieldturf,2017102910
2017_08_MIN_CLE,2017,REG,8,10/29/2017,Sunday,21:30,MIN,CLE,33,16,-17,Twickenham Stadium,Neutral,outdoors,grass,2017102900
2017_08_DEN_KC,2017,REG,8,10/30/2017,Monday,20:30,DEN,KC,19,29,10,Arrowhead Stadium,Home,outdoors,grass,2017103000
